9,,1200,1260,,0,10
9,,2500,2625,,10,15
9,,4000,4200,,15,20
9,,8000,8400,,20,20
10,,700,735,,0,10
10,,900,945,,10,15
10,,1200,1260,,15,20
10,,1600,1680,,20,20
10,,800,840,,0,10
10,,1500,1575,,10,15
10,,2000,2100,,15,20
10,,3500,3675,,20,20
10,,1000,1050,,0,10
10,,2000,2100,,10,15
10,,3000,3150,,15,20
10,,4000,1.05,,20,20
10,,850,892.5,,0,10
10,,1400,1470,,10,15
10,,1700,1785,,15,20
10,,3000,3150,,20,20
10,,550,577.5,,0,10
10,,1300,1365,,10,15
10,,2500,2625,,15,20
10,,3000,3150,,20,20
10,,550,577.5,,0,10
10,,1550,1627.5,,10,15
10,,2050,2152.5,,15,20
10,,2300,2415,,20,20
10,,800,840,,0,10
10,,1400,1470,,10,15
10,,2500,2625,,15,20
10,,3000,3150,,20,20
11,,1000,1050,,0,10
11,,1600,1680,,10,15
11,,2000,2100,,15,20
11,,2500,2625,,20,20
11,,800,840,,0,10
11,,1500,1575,,10,15
11,,2000,2100,,15,20
11,,3500,3675,,20,20
11,,2000,2100,,0,10
11,,3000,3150,,10,15
11,,5000,5250,,15,20
11,,5000,1.05,,20,20
11,,800,840,,0,10
11,,800,840,,10,15
11,,800,840,,15,20
11,,800,840,,20,20
11,,1300,1365,,0,10
11,,2500,2625,,10,15
11,,3500,3675,,15,20
11,,4000,4200,,20,20
11,,750,787.5,,0,10
11,,1550,1627.5,,10,15
11,,2200,2310,,15,20
11,,2600,2730,,20,20
11,,1200,1260,,0,10
11,,2500,2625,,10,15
11,,3500,3675,,15,20
11,,4000,4200,,20,20
12,,1000,1050,,0,10
12,,1300,1365,,10,15
12,,1800,1890,,15,20
12,,2100,2205,,20,20
12,,800,840,,0,10
12,,1500,1575,,10,15
12,,2000,2100,,15,20
12,,3500,3675,,20,20
12,,2000,2100,,0,10
12,,3500,3675,,10,15
12,,4500,4725,,15,20
12,,5000,1.05,,20,20
12,,800,840,,0,10
12,,800,840,,10,15
12,,800,840,,15,20
12,,800,840,,20,20
12,,1300,1365,,0,10
12,,2500,2625,,10,15
12,,3500,3675,,15,20
12,,4000,4200,,20,20
12,,700,735,,0,10
12,,1650,1732.5,,10,15
12,,2300,2415,,15,20
12,,2750,2887.5,,20,20
12,,1200,1260,,0,10
12,,2000,2100,,10,15
12,,3000,3150,,15,20
12,,4000,4200,,20,20
13,,1100,1155,,0,10
13,,1500,1575,,10,15
13,,1800,1890,,15,20
13,,2100,2205,,20,20
13,,800,840,,0,10
13,,1500,1575,,10,15
13,,2000,2100,,15,20
13,,3500,3675,,20,20
13,,2000,2100,,0,10
13,,3500,3675,,10,15
13,,4500,4725,,15,20
13,,5000,1.05,,20,20
13,,800,840,,0,10
13,,800,840,,10,15
13,,800,840,,15,20
13,,800,840,,20,20
13,,1500,1575,,0,10
13,,2500,2625,,10,15
13,,3000,3150,,15,20
13,,4000,4200,,20,20
13,,950,997.5,,0,10
13,,1950,2047.5,,10,15
13,,2550,2677.5,,15,20
13,,3250,3412.5,,20,20
13,,1200,1260,,0,10
13,,2500,2625,,10,15
13,,3500,3675,,15,20
13,,8000,8400,,20,20
